volt_V1,volt_V2,volt_V3,current_A1,current_A2,current_A3,power_kW,power_factor,motor_temp_C
397.43,398.66,399.22,23.19,22.09,23.02,14.92,0.902,64.36
396.56,399.46,402.71,25.1,22.87,22.47,14.31,0.894,64.62
396,396.63,403.41,19.69,21.71,23.38,12.95,0.901,62.39
397.89,404.41,400.72,22.75,22.22,22.38,14.51,0.903,63.77
400.1,398.88,407.07,22.44,22.92,21.67,13.71,0.865,61.24
398.52,395.68,398.74,22.71,23.15,25.07,13.97,0.892,64.3
398.94,400.12,397.83,22.66,22.18,23.71,13.75,0.913,62.62
404.7,399.54,404.16,24.48,24.03,23.13,14.59,0.932,61.45
401.93,402.89,395.53,22.6,22.91,22.02,14.05,0.905,65.42
400.38,397.36,403.77,25.88,20.84,25.03,14.12,0.907,63.46
398.3,403.03,398.2,24.05,23.08,21.91,14.36,0.884,62.59
401.57,400.08,399.53,22.42,23.85,25.13,14.23,0.891,62.85
393.31,396.65,399.22,21.87,21.11,23.47,13.84,0.914,63.75
401.22,398.06,395.35,24.14,21.73,21.11,13.81,0.911,63.2
406.3,397.51,398.07,23.56,21.33,23.26,13.61,0.901,62.96
395.06,397.31,398.7,22.69,24.62,21.9,13.74,0.903,63.19
398.03,403.97,395.45,23.01,25.42,22.56,14.53,0.903,61.15
401.29,396.34,393.25,22.2,20.98,20.99,14.39,0.928,62.43
402.67,400.71,395.87,22.71,24.55,22.88,15.92,0.916,63.37
399.49,401.52,404.87,24.19,23.82,24.98,13.4,0.925,62.69
403.4,398.27,401.53,23.8,23.14,23.38,15.15,0.878,63.64
397.98,399.13,400.51,22.02,22.78,23.88,13.98,0.894,63.3
402.89,399.75,402.83,22.16,23.09,24.12,14.34,0.887,62.49
403.49,399.07,400.64,25.42,22.48,22.01,13.7,0.887,63.97
403.79,403.29,400.28,24.5,22.25,22.32,13.62,0.906,62.06
398.93,392.91,393.18,23.56,23.76,22.34,14.08,0.905,60.82
395.78,403.02,407.55,21.95,24.82,21.22,13.58,0.912,64.03
400.22,403.05,404.93,22.03,23.91,24.81,13.63,0.901,62.91
400.97,397.93,394.33,24.13,23.42,22.66,13.13,0.894,63.95
401.11,399.58,395.64,25.46,22.61,22.3,13.47,0.912,63.39
396.41,397.05,396.41,21.94,22.38,24.69,15.16,0.932,62.09
394.27,399.7,402.58,25.25,23.77,22.32,13.46,0.9,61.72
398.8,401.86,399.89,23.57,23.61,21.18,14.48,0.913,63.42
396.46,400.73,402.4,23.26,24.16,20.98,13.07,0.906,63.28
396.04,400.34,409.69,21.22,24.94,21.94,12.98,0.897,63.43
399.65,402.29,404.63,23.85,24.82,22.24,12.43,0.893,62.57
401.83,394.06,400.75,22.76,22.9,23.11,13.23,0.872,60.44
404.65,402.72,399.34,24.77,23.3,20.8,14.42,0.921,61.68
404.8,398.48,405.27,21.71,24.23,21.12,14.07,0.872,63.69
402.19,400.91,398.35,21.19,21.84,22.64,14.98,0.885,62.35
403.25,400.03,403.43,21.71,21.44,23.21,13.7,0.934,63.03
404.24,404.35,399.69,23.29,22.68,21,14.17,0.894,64.92
400.97,400.01,405.27,23.75,25.54,21.85,14.11,0.899,62.55
391.98,396.43,401.99,22.63,22.72,23.79,14.84,0.92,64.28
402.88,400.6,397.68,23.72,23.35,21.82,14.4,0.873,61.69
403.81,395.44,397.2,21.18,21.62,22.97,13.18,0.908,61.95
403.42,401.96,401.05,22.18,23.62,21.35,13.93,0.894,63.59
398.47,406.45,400.53,22.59,22.14,21.75,13.89,0.904,62.86
402.76,402.8,398.72,21.39,22.65,21.79,14.22,0.914,63.1
403.31,396.28,399.98,23.87,25.17,23.41,14.19,0.89,63.72
401.21,398.44,402.6,20.66,23.99,22.6,14.37,0.915,61.49
401.48,398.79,403.36,21.61,23.4,23.76,12.89,0.9,61.96
402.25,399.66,400.21,23.59,24.13,24.02,14.54,0.904,65.87
403.66,402.01,402.56,22.64,23.17,23.56,14.29,0.886,63.77
395.37,405.32,399.84,22.5,22.09,22.84,13.56,0.912,63.07
402.87,397.72,404.33,23.03,23.54,20.18,13.2,0.902,62.57
398.83,404.26,397.98,23.13,22.75,24.83,13.93,0.908,63.04
403.77,400.87,399.06,21.38,22.03,22.94,14.65,0.897,63.48
403.76,402.79,402.58,23.61,22.29,22.72,14.23,0.897,64.42
399.75,402.53,398.02,23.08,23.84,24.93,13.83,0.884,62.85
402.83,397.82,397.14,21.61,21.99,24.19,14.91,0.922,62.77
399.08,400.9,401.31,22.21,23.07,22.26,14.85,0.888,63.26
399.78,397.47,396.28,20.64,21.75,21.73,14.47,0.886,63.13
399.24,399.37,402.25,22.69,24.15,22.18,13.84,0.887,63.4
400.13,399.66,399.09,22.96,20.78,23.67,15.27,0.894,63.65
405.4,396.81,393.75,20.69,22.36,22.48,14.01,0.88,61.3
400.45,399.2,395.17,23.61,23.25,22.13,13.88,0.902,62.94
405.23,400.79,399.94,22.55,23.15,23.41,14.27,0.915,61.28
399.32,400.96,395.53,23.57,21.45,20.38,13.12,0.888,63.58
399.96,400.07,399.58,23.23,23.07,24.57,14.27,0.902,63.48
397.48,398.61,400.36,22.27,24.56,23.78,14.15,0.912,61.54
398.48,395.35,401.14,24.49,23.69,24.36,14.44,0.885,62.93
395.05,402.94,400.86,22.92,24.2,22.61,13.04,0.888,63.15
399.85,404.92,397.45,22.68,22.61,23.9,12.7,0.88,62.44
401.52,400.41,399.5,21.71,23.05,22.97,14.35,0.878,64.56
402.37,395.52,405.92,22.4,21.92,21.34,13.5,0.877,64.2
395.69,399.46,398.68,23.38,22.56,22.5,12.85,0.914,63.45
400.82,399.06,398.54,24.2,24.18,20.01,15.13,0.89,64.38
395.71,400.6,404.16,23.69,23.58,22.96,13.38,0.914,64.46
399.66,404.36,395.38,20.14,23.56,21.59,13.64,0.895,63.26
404.95,400,396.63,22.39,24.35,22.08,14.5,0.899,62.53
398.53,398.18,402.31,22.39,21.82,23.12,14.37,0.885,62.56
401,401.51,399.54,21.97,23.41,21.75,14.23,0.906,63
401.63,400.69,397.07,24.23,23.43,20.91,15.06,0.922,63.85
405.57,404.68,394.97,24.32,23.15,22.81,14.13,0.904,63.6
399.01,398.04,397.16,23.67,23.96,24.84,14.64,0.878,63.31
396.63,404.13,398.28,23.53,20.81,22.35,13.35,0.912,63.38
400.19,402.5,398.78,23.47,22.48,23.92,13.48,0.9,62.98
399.32,399.96,400.31,22.01,23.87,21.53,15.05,0.898,63.79
402.78,399.16,406.07,23.49,22.86,23.19,13.78,0.897,63.63
397.99,402.03,400.26,21.89,22.99,23.18,14.61,0.898,63.01
401.5,410.06,401.63,26.2,23,22.91,14.35,0.897,61.75
402.82,399.33,406.71,22.51,23.57,22.37,12.18,0.897,65.09
405.01,403.31,397.67,21.95,21.79,22.01,13.46,0.896,63.94
401.54,395.54,398.36,23.6,22.67,21.45,15.32,0.874,62.57
401.8,393.09,401.49,23.43,24.74,23.24,13.31,0.912,62.39
404.6,399.43,406.49,22.05,21.55,23.87,13.38,0.868,65.77
400.14,397.52,399.5,23.06,21.97,21.69,12.77,0.909,62.84
401.73,400.67,398.25,25.8,24.06,23.42,14.6,0.884,62.89
400.47,402.18,401.73,23.3,23.54,22.63,13.8,0.905,63.23
397.87,396.63,400.52,20.76,23.73,23.03,14.8,0.91,65.14
401.15,403.52,407.18,21.41,24.6,22.44,12.46,0.912,62.42
406.22,404.05,402.94,21.34,24.71,24.07,13.55,0.882,62.51
401.03,396.6,398.69,23.77,22.65,21.52,13.64,0.908,63.36
398.83,397.19,402.27,22.51,22.46,24.46,13.56,0.882,63.79
407.18,397.23,403.65,22.91,22.76,21.69,13.09,0.899,63.3
398.65,400.06,402.17,23.51,23.91,21.15,13.66,0.906,62.21
399.37,399.64,401.47,24.46,24,21.87,13.76,0.892,64.09
398.57,398.42,397.44,24.46,22.26,22.11,15.76,0.918,60.95
400.9,397.05,402.29,24.4,23.63,24.04,14.34,0.891,63.45
398.03,395.42,403.96,23.15,24.47,24.4,14.03,0.889,63.89
401.1,395.1,393.77,22.2,23.49,23.81,14.01,0.914,63.48
400.39,398.05,397.53,22.7,23.4,24.51,12.32,0.892,62.55
397.72,398.14,400.24,25.73,22.47,23.53,12.04,0.897,62.1
403.81,402.08,398,21.72,23.76,23.58,13.25,0.91,62.9
405.69,397.21,394.59,21.77,22.94,23.46,14.63,0.914,63.58
397.25,397.16,405.79,20.93,22.91,24.34,14.25,0.88,64.86
402.43,397.22,398.58,23.61,22.82,23.57,13.87,0.888,64.34
400.58,402.66,402.09,23.63,22.49,22.41,14.03,0.897,63.25
396.77,404.92,398.29,20.96,23.27,24.32,14,0.885,64.27
395.88,403.07,404.23,24.84,23.43,24.52,14.11,0.902,64.02
395.02,398.26,404.62,23.91,23.95,23.68,15.11,0.891,62.23
390.94,402.22,406,24.28,24.3,25.12,14.96,0.885,61.93
404.36,399.82,395.22,23.18,23.69,23.6,13.24,0.893,62.4
406.63,403.22,400.9,21.64,19.74,23.12,13.51,0.905,62.24
397.46,400.05,396.84,24.09,23.24,23.63,13.52,0.909,62.7
398.71,401.53,403.35,22.36,24.87,22.67,12.75,0.936,63.73
400.87,398.05,401.16,19.39,24.99,21.71,12.69,0.905,64.73
399.66,399.61,399.75,23.57,21.89,22.19,13.27,0.904,63.6
401.01,395.56,395.64,22.11,21.14,22.71,13.23,0.901,63.4
402.08,403.94,403.95,22.57,22.68,25.26,13.61,0.904,63.8
398.9,400.94,394.7,22.44,23.12,24.94,14.19,0.887,62.18
397.84,397.24,401.76,22.65,21.77,25.05,14.46,0.877,63.41
401.53,399.82,397.16,23.71,24,22.57,15.91,0.874,63.13
404.48,405.65,404.92,22.82,23.45,21.95,13.16,0.912,62.03
394.71,401.61,402.97,22.08,24.37,21.92,14.98,0.865,64.41
395.82,397.55,400.4,24.1,22.61,20.65,13.7,0.926,62.57
401.55,393.76,400.7,23.08,20.61,22.64,13.59,0.91,61.03
397.57,397.62,395.38,23.87,23.78,21.49,14.71,0.884,62.55
402.82,396.39,401.86,21.75,23.85,19.76,12.16,0.926,64.05
397.26,397.61,397.37,23.83,21.15,22.21,14.24,0.932,62.56
396.06,399,401.53,21.59,23.89,21.97,14.78,0.91,63.08
399.31,398.72,405.43,22.81,22.63,23.01,14.18,0.927,63.45
398.63,402.01,404.68,23.79,25.62,22.65,14.23,0.9,63.1
394.68,402.29,403.65,21.35,22.21,21.82,13.92,0.91,61.66
398.71,402.28,396.73,22.65,21.23,22.57,14.3,0.912,62.39
403.09,400.46,396.6,23.46,27.52,23.4,14.9,0.898,63.61
398.23,397.07,398.61,22.26,22.14,22.56,12.85,0.905,64.56
403.23,402.08,401.42,23.56,24.32,26.36,14.07,0.908,62.16
396.72,402.39,403.52,22.61,21.96,23.24,13.17,0.905,62.97
403.86,399.87,395.96,22,20.13,25.65,14.98,0.894,62.26
399.66,395.88,398.56,23.07,23.24,23.72,14.46,0.891,63.05
399.48,401.3,399.13,25.63,24.06,24.31,13.05,0.915,64.48
398.94,398.77,401.01,25.51,20.91,23.79,13.87,0.913,64.08
398.26,395.73,401.51,22.03,23.82,23.06,13.79,0.925,60.96
400.15,398.95,399.06,20.92,24.16,24.12,12.61,0.927,63.54
400.58,399.51,396.59,24.01,25.53,25.93,12.68,0.893,63.04
399.46,402.62,399.11,23.63,22.08,22.76,13.82,0.889,62.94
398.71,403.83,403.63,24.42,21.91,23.73,14.21,0.887,62.2
402.83,397.16,401.65,23.32,22.59,23.11,13.94,0.928,61.94
402.47,397.56,402.07,24.42,21.69,21.81,15.58,0.913,62.89
400.07,397.61,400.18,25.01,21.99,22.93,14.21,0.885,62.96
397.85,400.8,398.45,23.27,22.02,25.18,11.88,0.917,62.48
399.88,401.16,397.63,25.06,23.64,25.87,13.63,0.893,63.47
402.38,397.63,398.59,22.3,21.53,23.15,13.63,0.891,63.74
404.49,402.81,395.95,21.47,23.05,22.83,14.21,0.882,61.38
399.33,399.34,397.87,25.17,24.85,22.35,12.69,0.896,65.24
400.45,404.74,398.82,21.14,20.54,24.1,14.72,0.9,62.16
401.03,400.87,390.26,24.77,23.2,20.9,15.96,0.883,63.64
402.28,399.03,398.71,23.03,21.69,21.32,15.52,0.894,62.87
395.54,394.72,400.15,23.76,24.37,22.75,14.81,0.91,63.17
402.27,396.13,402.78,20.68,21.17,21.93,14.28,0.884,62.03
399.33,399.05,400.64,25.12,23.84,22.44,13.31,0.87,62.62
397.72,395.25,401.71,23.3,24.99,22,13.85,0.942,64.21
404.77,396.29,401.66,22.28,23.9,25.23,13.97,0.917,63.55
400.97,399.17,397.38,24.28,21.32,22.43,13.79,0.897,63.79
405.75,398.8,401.7,24.34,22.62,21.7,12.77,0.882,63.43
398.33,403.72,396.88,25.26,23.47,21.74,14.01,0.904,61.38
403.86,400.82,403.61,21.46,22.8,23.31,13.88,0.92,61.93
399.67,399.29,399.81,23.27,20.93,25.27,13.69,0.899,61.98
403.01,399.38,403.81,23.31,22.44,24.11,13.75,0.913,62.3
406.84,402.24,400.97,22.31,25.2,23.24,14.04,0.894,63.01
397.53,398.89,399.27,22.17,26.45,24.46,13.6,0.875,63.03
397.36,392.09,400.44,21.44,21.71,18.9,14.05,0.889,62.45
402.1,401.2,399.99,20.94,24.63,22.82,13.16,0.894,61.38
398.43,399.01,395.47,23.18,23.72,21.96,12.85,0.912,64.21
404.24,399.13,401.09,21.11,21.52,22.05,15.08,0.851,63.26
403.03,400.27,398.38,21.74,23.51,22.49,15.71,0.882,61.55
400.88,400.88,402.88,22.66,24.65,23.42,14.8,0.908,63.34
403.51,398.84,403.09,19.72,22.47,23.17,15.1,0.889,63.57
398.3,402.36,398.76,23.41,22.18,23.57,14.57,0.909,63.67
399.03,396.69,403.49,22.81,25.36,22.6,15.22,0.91,63.24
395.13,398.54,403.8,20.57,21.69,25.28,14.65,0.901,63.18
396.34,402.72,401.17,24.36,24.79,24.38,15.14,0.889,61.99
400.09,399.82,395.77,22.84,22.94,23.13,14.23,0.904,63.41
396.17,402.48,401.18,22.31,23.73,22.22,14.83,0.924,61.83
398.6,400.66,401.06,22.94,23.19,24.57,14.27,0.881,64.49
405.56,399.81,402.27,20.29,21.43,22.6,13.83,0.897,61.33
404.52,400.17,400.17,23.52,23.54,22.9,13.66,0.916,64.97
401.27,398.92,396.18,23.56,22.15,22.3,14.3,0.887,63.79
393.47,401.39,399.67,23.02,22.29,21.62,13.38,0.925,63.2
396.39,402.53,395.62,24.41,21.09,26.11,14.01,0.909,62.73
401.66,401.32,402.57,24.38,21.22,23.69,13.54,0.891,63.15
405.19,395.93,394.83,22.43,23.37,21.68,13.41,0.885,63.84
400.98,398.07,404.08,23.13,22.36,24.73,13.73,0.907,62.92
409.33,400.94,395.82,24.05,22.36,22.78,13.76,0.875,62.99
397.91,402.01,398.61,24.32,22.33,24.23,14.03,0.89,63.21
396.07,397.14,397.06,23.7,21.65,22.46,14.68,0.916,64.05
401.88,401.16,406.67,24.7,22.76,22.57,14.22,0.867,64.54
399.28,397.91,395.91,23.99,24.92,23.26,14.7,0.901,63.02
401.46,397.26,406.5,21.69,23.46,23.01,13.09,0.91,63.45
397.65,399.01,402.96,22.02,21.26,24.13,13.07,0.895,62.89
400.24,398.67,398.07,22.47,24.08,24.7,12.98,0.886,63.71
397.46,395.92,402.09,23.75,23.57,21.82,12.8,0.921,63.58
400.26,401.08,399.93,23.15,23.28,23.13,13.79,0.89,62.94
401.95,398.4,399.6,21.85,23.27,24.16,13.81,0.902,62.97
401.05,398,400.16,23.47,22.06,21.95,14.67,0.889,64.26
402.37,395.76,397.03,24.84,22.68,23.48,13.18,0.911,62.33
398.84,396.19,402.42,20.52,22.78,22.72,14.74,0.912,61.6
397.37,401.44,402.97,23.17,24.55,25.84,13.4,0.907,61.57
396.75,399.51,403.49,22.79,23.28,21.97,13.91,0.885,62.34
395.29,399.33,400.64,22.51,23.6,24.23,13.36,0.898,63.58
403.21,401.95,399.56,23.97,21.22,24.2,13.46,0.887,64.34
397.75,403.31,398.52,22.16,22.7,23.92,12.73,0.905,64.46
401.59,401.06,402.15,25.04,23.37,24.25,13.19,0.9,61.53
396.72,402.94,398.24,23.17,22.89,23.04,13.29,0.89,61.54
396.85,402.73,406.56,22.99,23.65,21.12,13.28,0.925,62.47
403.51,403.15,394.59,23.66,23.09,23.11,14.75,0.902,62.19
403.95,397.08,400.02,22.29,23.05,19.27,13.36,0.909,63.48
394.44,404,404.05,21.98,22.98,22.43,13.24,0.9,62.42
401.44,399.03,398.08,25.14,22.98,24.23,12.76,0.915,64.73
409.56,397.71,397.8,20.93,20.72,24.21,15.04,0.896,62.78
403.12,400.8,398.5,26.05,22.83,24.15,14.07,0.898,62.13
398.94,400.01,400.09,23.04,23.13,22.66,13.83,0.902,61.8
401.71,398.81,404.59,21.76,21.62,22.46,14.84,0.891,63.23
405.09,401.44,396.87,24.32,22.79,24.64,14.58,0.911,62.81
401.03,400.76,403.17,22.52,24.29,24.52,15.01,0.899,63.19
400.24,402.92,405.09,24.47,23.46,20.85,13.65,0.92,62.51
400.19,401.79,402.52,24.39,24.4,24.76,14.14,0.905,61.23
405.25,402.63,404.39,22.93,24.09,23.46,14.13,0.905,63.18
403.14,403.51,405.05,22.01,22.35,22.55,15.15,0.9,62.7
400.45,401.44,398.7,22.07,22.32,21.39,14.5,0.901,62.56
397.23,403.18,403.95,25.07,23.65,22.3,13.04,0.904,62.54
400.69,394.7,401.67,22.32,24.77,24.64,13.87,0.908,61.07
401.08,402.6,400.75,23.48,23.51,22.98,14.39,0.9,62.29
400.57,401.29,402.39,22.8,22.73,22.16,15.01,0.884,63.13
399.62,397.51,400.5,20.89,23.29,21.78,15.57,0.87,64.65
394.52,397.84,396.24,24.66,24.23,24.84,13.75,0.91,63.54
405.02,405.15,400.8,22.25,24.07,22.4,13.24,0.908,63.13
399.95,408.13,396.93,21.48,25.62,23.87,13.27,0.884,62.55
399.09,405.15,404.46,21.53,21.12,23.71,14,0.91,62.27
402.79,400.45,402.33,24.15,22.14,23.31,12.99,0.896,63.86
398.8,399.5,397.52,22.57,25.17,24.07,13.4,0.889,62.64
402.18,396.76,401.58,23.14,21.97,24.55,13.79,0.898,63.1
400.1,397.92,397.37,23.22,23.47,23.59,14.42,0.901,63.48
400.43,401.89,393.23,23.92,22.23,22.6,13.1,0.889,64.58
398.52,403.65,400.13,25.13,20.27,23.7,14.55,0.905,63.08
402.03,406.25,399.85,24.35,23.5,23.99,12.95,0.871,64.06
397.12,398.42,404.71,23.13,23.01,22.31,14.35,0.917,62.24
397.82,399.28,397.12,22.85,23.44,23.72,15.22,0.916,61.27
399.31,399.98,398.21,22.3,24.73,22.45,14.38,0.916,64.44
400.89,403.01,400.99,25.17,21.63,24.51,13.51,0.896,63.82
400.04,395.31,400.96,22.54,22.96,24.38,14.38,0.899,63.43
395.93,397.33,402,22.4,24.93,24.65,14.21,0.883,63.07
402.04,395.38,398.19,23.73,23.01,22.15,15.22,0.889,64.25
398.92,396.5,399.77,22.78,23.92,21.53,14.7,0.906,64.07
401.67,402.3,399.48,23.04,23.33,21.32,14.93,0.878,62.52
398.05,402.41,394.83,22.52,22.23,22.8,13.82,0.896,63.11
401.87,401.28,404.84,24.31,22.75,23.62,13.96,0.925,64.1
397.91,399.89,399.27,24.68,23.25,21.52,14.59,0.899,61.62
401.19,399.22,399.92,22.75,24.92,24.03,14.87,0.926,63.04
398.45,401.97,400.22,23.12,24.88,19.42,13.42,0.918,64.66
396.53,402.45,404.16,21.08,24.42,21.6,14.41,0.896,62.57
399.69,398.47,400.36,23.64,22.79,24.96,12.96,0.895,62.58
402.47,399.31,400.78,23.4,23.55,21.64,15.76,0.893,64.71
396.14,403.11,404.06,21.85,22.04,23.49,14.85,0.899,63.66
397.25,399.69,400.07,22.71,22.27,21.46,14.31,0.905,63.57
400.89,397.56,396.63,24.23,21.96,22.76,14.18,0.887,62.29
403.3,400.84,400.2,24.75,20.95,21.09,14.95,0.906,62.12
395.67,402.75,399.8,24.71,24.78,24.56,13.24,0.863,63.19
399.83,397.91,403.27,24.1,24,21.48,14.58,0.896,61.9
405.4,401.95,400.19,23.1,22.33,24.23,14.35,0.897,60.96
404.76,399.22,404.37,24.34,24.99,24.52,13.97,0.876,62.69
399.59,399.65,399.15,23.93,25.74,22.55,14.02,0.905,63.06
398.95,402.71,401.11,23.84,22.5,22.1,13.79,0.917,61.76
400.13,396.65,395.93,22.35,22.51,23.76,14.1,0.892,60.84
400.02,400.49,401.97,22.21,23.33,21.68,14.77,0.892,64.59
397.8,399.1,397.45,26.12,22.85,21.67,15.49,0.89,63.25
396.29,399.68,398.52,22.02,23.61,24.87,13.78,0.92,63.04
402.72,397.9,398.81,21.39,24.11,23.57,13.03,0.887,63.29
400.2,396.79,394.15,23.04,24.8,23.17,13.89,0.905,63.13
398.48,400.52,399.86,24.44,24.57,24.89,13.96,0.909,62.22
405.05,398.85,399.85,24.65,21.99,21.9,14.36,0.896,62.38
401.01,400.62,398.48,22.31,21.29,21.09,14.16,0.902,64.01
405.56,397.7,397.93,21.5,23.6,24.24,14.63,0.917,64.08
402.68,403.53,394.75,23.97,21.46,22.48,13.15,0.869,62.32
398.24,399.18,399.29,20.88,22.84,22.85,13.78,0.895,61.43
402.51,400.07,399.83,23.11,25.27,24.01,13.77,0.905,62.67
400.02,398.6,401.2,23.92,22.18,25.1,14.83,0.887,60.47
404.05,398.65,403.49,22.93,22.12,23.38,12.46,0.917,62.68
403.58,396.22,392.55,21.4,20.59,21.57,12.69,0.888,64.27
403.01,402.91,398.06,22.31,22.54,20.32,14.17,0.9,63.98
399.05,398.66,401.28,22.83,21.61,19.02,12.67,0.897,63.23
396.88,402.37,396.54,22.99,24.37,22.9,15.26,0.896,65.38
402.39,398.55,399.52,22.13,24.52,21.94,14.28,0.901,63.54
393.63,400.65,407.44,24.7,23.96,21.12,14.01,0.891,62.31
399.39,404.18,401.9,22.72,22.49,23.67,15.34,0.888,62.8
397.09,395.57,401.15,23.27,25.39,22.89,14.47,0.877,62.14
399.76,400.61,398.62,24.02,23.9,23.5,15.13,0.888,62.8
403.19,400.61,396.38,24.41,22.06,23.89,14.15,0.906,63.17
396.99,399.25,404.25,24.13,19.1,22.99,14.89,0.879,63.97
395.97,398.61,400.3,20.73,21.12,22.26,14.95,0.89,65.11
398.9,396.26,400.01,21.74,24.64,23.8,14.43,0.908,62.01
401.22,397.42,402.03,21.8,24.44,22.77,15.09,0.903,63.87
395.36,398.89,400.41,22.19,22.35,23.5,15.48,0.899,61.54
399.43,406.34,399.37,23.46,22.86,24.02,12.99,0.914,63.89
398.11,398.01,405.35,25.95,23.81,23.34,14.15,0.904,62.97
398.98,404.14,403.31,23.24,20.86,23.68,15.63,0.909,61.9
400.24,401.24,397.85,23.85,23.88,22.87,13.69,0.907,61.89
400.69,399.41,403.13,23.63,24.65,22.95,13.24,0.91,62.58
401.95,401.98,404.16,22.28,21.96,26.74,13.98,0.894,62.24
403.6,403.52,401.65,22.8,23.92,22.75,14.52,0.895,66.09
405.45,394.6,399.66,21.91,23.62,22.06,14.43,0.89,63
398.71,396.57,397.54,22.66,24.14,21.2,13.27,0.911,63.27
400.03,398.1,402.22,22.5,21.96,23.32,14.71,0.899,63.64
401.12,397.95,404.79,23.7,22.05,23.78,14.5,0.909,62.73
401.39,391.62,401.54,23.93,22.25,22.39,13.9,0.921,64.27
397.81,397.78,400.36,21.7,24.44,22.18,14.22,0.906,65.81
399.89,400.95,400.26,22.78,22.45,22.74,12.98,0.913,64.57
402.22,400.69,403.71,22,23.14,22.32,14.53,0.845,62.51
399.54,398.28,390.05,22.86,21.52,23.5,14.04,0.904,61.34
400.25,398.93,397.38,24.97,22.17,23.61,14.08,0.881,63.56
395.52,397.91,393.43,20.79,21.08,22.19,13.54,0.898,63.96
403.7,405.49,399.75,23.42,23.77,25.39,13.99,0.9,61.91
403.33,396.81,397.52,22.75,22.77,20.19,13.5,0.879,63.51
399.14,403.41,405.57,22.54,21.73,21.62,13.5,0.912,62.46
399.31,399.09,404.56,24.88,21,21.36,13.53,0.894,62.65
398.66,398.56,403.48,22.34,23.23,22.23,13.67,0.88,62.01
401.16,397.05,401.11,24.66,23.61,23.21,15.17,0.894,62.16
406.63,403.8,406.22,22.76,23.51,21.22,13.47,0.901,62.73
401.96,399.84,396.41,20.59,23.44,22.79,13.66,0.898,62.09
398.55,397.78,401.87,25.13,24.61,23.49,13.54,0.912,63.63
402.49,396.08,401.23,23.16,23.75,21.64,13.22,0.903,62.77
398.59,402.98,398.78,21.63,23.99,23.43,13.35,0.893,62.3
397.6,394.54,403.59,21.89,23.55,21.71,14.02,0.9,63.78
397.42,395.07,405.08,22.34,24.04,23.73,14.14,0.893,62.93
403.95,399.54,399.02,23.66,23.05,23.74,13.99,0.918,63.75
398.98,395.87,400.07,22.2,24.1,24,13.82,0.909,64.03
400.22,399.78,407.32,22.73,23.85,23.76,14.92,0.91,63.69
398.69,397.54,395.99,22.79,24.68,24.17,13.77,0.907,62.71
398.31,395.38,398.07,21.51,22.84,23,14.2,0.887,61.05
400.26,403.98,401.73,23.98,23.22,22.77,13.13,0.904,63.55
401.57,400.36,399.97,21.87,23.84,21.96,14.96,0.907,62.49
398.84,403.41,398.82,22.6,23.61,23.1,13.83,0.903,63.26
399.27,396.67,399.34,23.27,26.38,24.18,13.7,0.917,61.41
400.76,403.04,402.68,24.01,22.77,21.3,12.64,0.892,62.61
398.35,396.83,393.93,23.34,22.96,23.06,13.86,0.914,62.92
398.35,398.17,403.55,22.93,24.59,24.15,13.72,0.907,64.98
398.05,400.21,395.08,24.5,23.49,21.74,14.55,0.905,62.61
400.41,403.98,402.16,22.73,22.63,22.38,13.67,0.913,63.89
404.16,400.47,399.14,21.82,25.02,23.04,13.78,0.927,63.46
402.61,401.52,399.34,22.99,24.69,24.06,11.82,0.895,63.39
400.52,404.04,401.32,20.88,22.3,22.28,14.67,0.879,66.26
402.95,396.66,401.51,23.74,24.26,24.37,12.33,0.889,62.29
400.48,393.98,400.7,22.9,22.88,22.34,14.77,0.915,62.56
397.49,401.93,399.46,23.25,23.25,23.18,12.65,0.904,63.23
398.77,399.13,401.31,23.5,24.28,22.98,14.17,0.881,64.45
401.86,399.13,401.34,24.17,25.03,23.89,14.9,0.895,64.3
400.22,402.02,398.19,22.53,23.11,24.14,13.83,0.917,61.6
401.13,403.04,395.76,22.64,23.95,20.89,14.95,0.875,63.91
398.04,400.9,403.9,24.04,22.85,24.08,13.78,0.887,60.74
399.56,402.22,398.73,22.7,21.99,22.17,13.31,0.888,62.01
402.29,403.78,396.68,22.37,23.6,23.08,14.56,0.898,63.58
397.22,400.45,396.62,23.19,23.4,24.77,15.01,0.889,62.38
402.88,400.43,403.69,20.55,20.66,22.37,14.4,0.886,63.54
396.92,401.85,400.97,22.84,24.43,24.14,13.49,0.909,63.95
401.67,399.26,400.81,24.01,21.62,25.17,13.62,0.93,62.45
404.5,396.86,401.44,22.52,22.49,22.83,14.69,0.877,63.3
400.34,400.54,402.8,21.16,22.63,20.9,13.5,0.871,61.17
399.34,398.26,400.32,21.33,23.36,20.37,14.88,0.894,63.37
399.87,396.89,400.44,23.44,24.11,24.78,15.03,0.888,62.54
399.4,400.32,397.82,24.35,22.05,22.96,14.95,0.897,64.31
402.53,402.52,400.41,20.63,23.95,22.01,14.25,0.879,63.8
401.16,399.21,399.31,22.13,23.29,22.04,14.08,0.883,62.68
400.12,400.71,396.58,23.14,22.26,23.91,14.08,0.932,63.95
404.91,403.19,400.19,22.3,24.54,23.04,13.63,0.908,63.24
394.67,400.72,401.27,24.87,23.22,23.52,14.02,0.891,62.38
400.76,401.08,394.49,23.66,25.44,24.33,13.99,0.885,63.94
